Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date,year,month,day,day_of_year
EV10058,Kochi,Level 2,Bike,68.87,420.38655705132084,Inactive,2025-02-08,2025,2,8,39
EV10059,Trivandrum,Level 2,Car,78.76,255.05793529177043,Inactive,2025-05-10,2025,5,10,130
EV10060,Delhi,DC Fast,Bike,119.31,386.03413413994537,Active,2025-04-25,2025,4,25,115
EV10061,Trivandrum,Super Fast,Car,237.1,420.02125972719864,Active,2025-02-14,2025,2,14,45
EV10062,Chennai,DC Fast,Bike,76.72,187.05294233058527,Active,2025-08-04,2025,8,4,216
EV10063,Delhi,Fast,Car,197.52,448.23340009758124,Active,2025-03-29,2025,3,29,88
EV10064,Kochi,Super Fast,Bus,152.07,245.82719344503525,Inactive,2025-12-02,2025,12,2,336
EV10065,Chennai,Level 2,Bike,62.4,273.34753450823837,Active,2025-06-26,2025,6,26,177
EV10066,Calicut,DC Fast,Car,218.45,499.8596661544789,Active,2025-09-22,2025,9,22,265
EV10067,Hyderabad,Level 2,Bike,84.98,424.78542375303743,Active,2025-04-15,2025,4,15,105
EV10068,Kochi,Level 2,Bike,50.74,193.6496027710304,Active,2025-11-30,2025,11,30,334
EV10069,Hyderabad,Fast,Bike,25.99,24.965886306895975,Inactive,2025-10-28,2025,10,28,301
EV10070,Bangalore,Super Fast,Car,205.55,320.56355542106945,Active,2025-06-20,2025,6,20,171
EV10071,Calicut,Fast,Bus,161.47,357.8784445414918,Inactive,2025-04-18,2025,4,18,108
EV10072,Calicut,Fast,Bus,186.67,332.38529126882224,Active,2025-12-21,2025,12,21,355
EV10073,Kochi,Fast,Bus,219.11,484.5739285583423,Inactive,2025-06-10,2025,6,10,161
EV10074,Calicut,Level 2,Car,124.47,434.22609311942927,Active,2025-10-10,2025,10,10,283
EV10075,Delhi,Fast,Bus,167.78,235.4392127267113,Active,2025-02-09,2025,2,9,40
EV10076,Calicut,Fast,Car,34.81,50.17159398674286,Active,2025-01-26,2025,1,26,26
EV10077,Hyderabad,Super Fast,Bike,106.98,248.50820936095852,Active,2025-03-24,2025,3,24,83
EV10078,Hyderabad,Super Fast,Bike,110.39,350.8371295817711,Inactive,2025-06-22,2025,6,22,173
EV10079,Chennai,Fast,Bus,187.58,311.7007079489622,Active,2025-06-22,2025,6,22,173
EV10080,Hyderabad,Super Fast,Car,134.46,278.30579250122474,Inactive,2025-10-09,2025,10,9,282
EV10081,Chennai,Super Fast,Bike,117.15,245.03309984731584,Active,2025-03-11,2025,3,11,70
EV10082,Hyderabad,Fast,Car,68.79,161.00569905314543,Inactive,2025-11-19,2025,11,19,323
EV10083,Delhi,Level 2,Car,53.3,153.12644562782202,Active,2025-01-06,2025,1,6,6
EV10084,Mumbai,Fast,Bike,62.46,260.1111098843849,Inactive,2025-10-11,2025,10,11,284
EV10085,Chennai,Super Fast,Car,55.4,97.08951028623153,Inactive,2025-07-14,2025,7,14,195
EV10086,Trivandrum,Level 2,Bike,43.2,183.52900331590476,Active,2025-01-13,2025,1,13,13
EV10087,Bangalore,DC Fast,Bike,60.74,175.5100518608478,Active,2025-03-04,2025,3,4,63
EV10088,Kochi,Level 2,Bike,79.24,301.82374476041645,Active,2025-01-13,2025,1,13,13
EV10089,Hyderabad,Super Fast,Car,53.35,52.0075041742518,Active,2025-09-06,2025,9,6,249
EV10090,Calicut,Level 2,Bike,80.98,418.24096652724563,Active,2025-07-24,2025,7,24,205
EV10091,Mumbai,Fast,Car,135.05,289.941622584513,Active,2025-09-10,2025,9,10,253
EV10092,Hyderabad,DC Fast,Bike,94.55,341.99680677244896,Inactive,2025-02-09,2025,2,9,40
EV10093,Calicut,DC Fast,Bike,102.71,357.48507380452776,Inactive,2025-06-14,2025,6,14,165
EV10094,Bangalore,DC Fast,Bus,103.35,159.91238568441753,Inactive,2025-01-31,2025,1,31,31
EV10095,Bangalore,Super Fast,Bus,209.71,245.77835234473594,Active,2025-01-17,2025,1,17,17
EV10096,Bangalore,Super Fast,Bus,250.0,478.99805881744027,Inactive,2025-05-17,2025,5,17,137
EV10097,Calicut,DC Fast,Car,182.88,388.01851423847114,Active,2025-12-31,2025,12,31,365
EV10098,Hyderabad,Level 2,Car,171.77,485.38730010712897,Active,2025-11-16,2025,11,16,320
EV10099,Bangalore,DC Fast,Bike,123.93,378.20208567021837,Active,2025-11-09,2025,11,9,313
EV10100,Delhi,Level 2,Bike,32.38,104.28806706008835,Inactive,2025-06-14,2025,6,14,165
EV10101,Chennai,Level 2,Bike,43.04,50.97722424544459,Inactive,2025-10-08,2025,10,8,281
EV10102,Calicut,Super Fast,Bike,107.79,297.27748962543853,Active,2025-08-11,2025,8,11,223
EV10103,Calicut,Level 2,Car,57.57,191.7503742572526,Inactive,2025-05-02,2025,5,2,122
EV10104,Hyderabad,DC Fast,Bike,66.22,152.2197968663217,Active,2025-03-19,2025,3,19,78
EV10105,Calicut,Super Fast,Bike,107.56,407.4612782842004,Inactive,2025-11-09,2025,11,9,313
EV10106,Calicut,Fast,Bus,120.24,196.15676819933472,Active,2025-11-23,2025,11,23,327
EV10107,Bangalore,Fast,Bike,62.77,172.1604654724659,Active,2025-03-29,2025,3,29,88
EV10108,Hyderabad,Super Fast,Bike,165.09,427.99404472112496,Active,2025-04-23,2025,4,23,113
EV10109,Bangalore,DC Fast,Bike,132.42,426.21792151350087,Active,2025-04-10,2025,4,10,100
EV10110,Chennai,Fast,Car,95.06,191.05598612242719,Active,2025-10-30,2025,10,30,303
EV10111,Mumbai,Fast,Bus,250.0,419.5993764732638,Active,2025-08-27,2025,8,27,239
EV10112,Chennai,Level 2,Bike,107.87,428.37367535967707,Active,2025-12-12,2025,12,12,346
EV10113,Mumbai,Level 2,Bike,49.87,223.4866568142398,Inactive,2025-04-21,2025,4,21,111
EV10114,Bangalore,DC Fast,Bus,36.06,51.907102500402345,Inactive,2025-03-31,2025,3,31,90
EV10115,Chennai,Super Fast,Bike,48.81,20.76062934384325,Active,2025-05-19,2025,5,19,139
EV10116,Hyderabad,DC Fast,Car,116.06,271.18038218671757,Inactive,2025-05-15,2025,5,15,135
EV10117,Kochi,Super Fast,Bike,75.2,185.15623681777075,Active,2025-01-12,2025,1,12,12
EV10118,Bangalore,Fast,Car,162.81,498.62330919601567,Inactive,2025-09-01,2025,9,1,244
EV10119,Mumbai,Level 2,Car,140.61,390.7572798210964,Active,2025-07-01,2025,7,1,182
EV10120,Delhi,DC Fast,Bike,145.07,385.412219048198,Active,2025-07-14,2025,7,14,195
EV10121,Mumbai,DC Fast,Bus,250.0,478.516528777925,Active,2025-12-28,2025,12,28,362
EV10122,Delhi,Super Fast,Car,207.5,446.107710988794,Inactive,2025-05-02,2025,5,2,122
EV10123,Calicut,Super Fast,Bus,134.5,172.7299901390666,Active,2025-02-22,2025,2,22,53
EV10124,Chennai,DC Fast,Bike,49.05,99.67386636986065,Inactive,2025-12-22,2025,12,22,356
EV10125,Delhi,Super Fast,Car,238.11,378.0282872314315,Active,2025-06-22,2025,6,22,173
EV10126,Mumbai,DC Fast,Bike,76.05,201.57146896777905,Active,2025-06-28,2025,6,28,179
EV10127,Calicut,DC Fast,Bus,171.08,247.1228727828591,Active,2025-10-20,2025,10,20,293
EV10128,Kochi,DC Fast,Bike,75.45,322.5909110119169,Inactive,2025-02-28,2025,2,28,59
EV10129,Hyderabad,Fast,Bike,114.83,455.7788849289155,Active,2025-02-23,2025,2,23,54
EV10130,Hyderabad,Super Fast,Car,95.42,221.16212176206366,Inactive,2025-09-14,2025,9,14,257
EV10131,Hyderabad,Level 2,Bike,96.01,395.9921073052935,Active,2025-09-02,2025,9,2,245
EV10132,Delhi,Level 2,Bike,40.72,148.80309981183558,Inactive,2025-05-29,2025,5,29,149
EV10133,Kochi,Super Fast,Bike,124.41,355.02645964333453,Active,2025-10-11,2025,10,11,284
EV10134,Delhi,DC Fast,Car,10.0,20.758122117397697,Active,2025-01-16,2025,1,16,16
EV10135,Chennai,Level 2,Bus,206.0,438.3234624755047,Active,2025-06-25,2025,6,25,176
EV10136,Delhi,Level 2,Bus,40.07,34.582198378141996,Active,2025-01-28,2025,1,28,28
EV10137,Kochi,Super Fast,Bike,109.75,362.1218022860404,Active,2025-05-09,2025,5,9,129
EV10138,Kochi,Level 2,Car,29.22,42.20393084541627,Inactive,2025-08-11,2025,8,11,223
EV10139,Chennai,DC Fast,Bike,59.69,147.79793570912165,Active,2025-09-01,2025,9,1,244
EV10140,Kochi,Super Fast,Bus,206.39,258.6571537071455,Active,2025-12-20,2025,12,20,354
EV10141,Mumbai,DC Fast,Car,140.27,221.57056896715434,Active,2025-08-26,2025,8,26,238
EV10142,Kochi,Level 2,Bus,72.67,112.08133500848507,Active,2025-08-20,2025,8,20,232
EV10143,Hyderabad,Level 2,Bus,124.6,180.23115762043395,Active,2025-11-22,2025,11,22,326
EV10144,Mumbai,DC Fast,Car,193.32,369.2990576292642,Active,2025-04-02,2025,4,2,92
EV10145,Mumbai,Fast,Car,136.18,341.24340443823115,Inactive,2025-01-03,2025,1,3,3
EV10146,Chennai,Level 2,Bike,41.26,54.471000206679534,Active,2025-03-22,2025,3,22,81
EV10147,Trivandrum,Fast,Bike,81.27,378.7115962749854,Inactive,2025-02-13,2025,2,13,44
EV10148,Trivandrum,Level 2,Bus,52.33,45.462022974573614,Active,2025-06-04,2025,6,4,155
EV10149,Kochi,Fast,Car,121.13,280.6046667678965,Active,2025-01-24,2025,1,24,24
EV10150,Mumbai,Fast,Car,65.84,144.83011906025152,Active,2025-04-09,2025,4,9,99
EV10151,Trivandrum,Fast,Bike,63.0,302.09126122871305,Inactive,2025-06-20,2025,6,20,171
EV10152,Trivandrum,DC Fast,Bus,111.56,145.43763005163288,Active,2025-05-28,2025,5,28,148
EV10153,Kochi,Fast,Bus,226.26,492.7798254203989,Inactive,2025-05-03,2025,5,3,123
EV10154,Trivandrum,Fast,Bike,67.1,168.6695281892153,Active,2025-04-22,2025,4,22,112
EV10155,Delhi,Fast,Car,63.12,136.14110512375808,Inactive,2025-05-10,2025,5,10,130
EV10156,Calicut,Level 2,Bike,52.59,153.6633396393661,Active,2025-03-09,2025,3,9,68
EV10157,Chennai,Fast,Bike,122.99,450.30697148446177,Active,2025-12-13,2025,12,13,347
EV10158,Calicut,Level 2,Bike,68.78,325.3850377612855,Active,2025-11-12,2025,11,12,316
EV10159,Kochi,Fast,Bike,95.52,370.72836676197267,Active,2025-08-05,2025,8,5,217
EV10160,Hyderabad,Fast,Car,205.2,460.6450448452882,Active,2025-04-06,2025,4,6,96
EV10161,Chennai,DC Fast,Bike,145.6,457.6987927256036,Active,2025-05-25,2025,5,25,145
EV10162,Kochi,Level 2,Car,92.83,374.6940063577892,Inactive,2025-02-02,2025,2,2,33
EV10163,Mumbai,Fast,Bike,51.14,114.95572584383498,Active,2025-10-13,2025,10,13,286
EV10164,Hyderabad,Level 2,Bus,200.34,424.8191939240026,Active,2025-01-05,2025,1,5,5
EV10165,Calicut,Level 2,Car,45.28,117.81249641171058,Active,2025-04-28,2025,4,28,118
EV10166,Kochi,Super Fast,Bus,250.0,376.59143076724735,Active,2025-05-20,2025,5,20,140
EV10167,Mumbai,DC Fast,Bike,122.53,349.08947194153967,Active,2025-08-18,2025,8,18,230
EV10168,Chennai,DC Fast,Bike,141.66,384.2666480674144,Active,2025-06-09,2025,6,9,160
EV10169,Chennai,DC Fast,Bike,85.91,275.6891267426315,Inactive,2025-10-21,2025,10,21,294
EV10170,Bangalore,Super Fast,Car,193.11,326.5885674796254,Active,2025-09-06,2025,9,6,249
EV10171,Mumbai,Super Fast,Bus,250.0,477.5936386084426,Active,2025-09-30,2025,9,30,273
EV10172,Delhi,DC Fast,Car,43.17,68.52252520362315,Active,2025-07-05,2025,7,5,186
EV10173,Trivandrum,Super Fast,Car,111.41,168.2466918951776,Active,2025-12-31,2025,12,31,365
EV10174,Hyderabad,Super Fast,Bike,114.52,313.45136628722355,Active,2025-02-09,2025,2,9,40
EV10175,Mumbai,Super Fast,Bus,250.0,482.7459824631149,Active,2025-08-12,2025,8,12,224
EV10176,Bangalore,DC Fast,Bike,25.38,65.87573487804855,Active,2025-06-01,2025,6,1,152
EV10177,Trivandrum,DC Fast,Car,24.76,30.823626334441485,Active,2025-05-20,2025,5,20,140
EV10178,Trivandrum,DC Fast,Bike,32.59,46.759807265757445,Inactive,2025-05-08,2025,5,8,128
EV10179,Kochi,Super Fast,Bus,52.53,45.15472950137543,Active,2025-12-17,2025,12,17,351
EV10180,Trivandrum,DC Fast,Bike,148.13,455.7516117331541,Active,2025-05-27,2025,5,27,147
EV10181,Delhi,Super Fast,Bus,250.0,366.20379580823584,Active,2025-10-12,2025,10,12,285
EV10182,Chennai,Fast,Bus,213.03,345.01105577421356,Active,2025-08-06,2025,8,6,218
EV10183,Bangalore,Super Fast,Bike,105.32,270.8349537256686,Inactive,2025-08-08,2025,8,8,220
EV10184,Trivandrum,Level 2,Car,126.24,395.3372561466329,Active,2025-05-25,2025,5,25,145
EV10185,Kochi,DC Fast,Bike,45.66,94.71103652556359,Active,2025-11-25,2025,11,25,329
EV10186,Delhi,DC Fast,Car,95.17,208.13177109844995,Inactive,2025-10-04,2025,10,4,277
EV10187,Calicut,Level 2,Car,81.84,255.2020403668849,Active,2025-08-30,2025,8,30,242
EV10188,Chennai,Super Fast,Bike,42.34,72.9965588848286,Inactive,2025-03-01,2025,3,1,60
EV10189,Chennai,Fast,Car,92.2,221.36658048200815,Inactive,2025-04-08,2025,4,8,98
EV10190,Bangalore,Level 2,Car,71.49,171.92085404605777,Active,2025-11-27,2025,11,27,331
EV10191,Chennai,Level 2,Bike,24.23,37.079429980862066,Active,2025-06-30,2025,6,30,181
EV10192,Trivandrum,Super Fast,Bike,47.48,85.63299331003292,Active,2025-04-24,2025,4,24,114
EV10193,Kochi,DC Fast,Bike,111.57,386.7376751203865,Active,2025-04-13,2025,4,13,103
EV10194,Chennai,Super Fast,Car,33.44,28.65819656222934,Active,2025-12-02,2025,12,2,336
EV10195,Chennai,Level 2,Bus,221.86,468.4415835662533,Active,2025-11-15,2025,11,15,319
EV10196,Calicut,Level 2,Car,40.16,61.48382357467396,Inactive,2025-02-26,2025,2,26,57
EV10197,Calicut,DC Fast,Bus,250.0,403.6342852176599,Active,2025-10-12,2025,10,12,285
EV10198,Hyderabad,DC Fast,Bike,143.69,451.335939652866,Active,2025-05-09,2025,5,9,129
EV10199,Delhi,DC Fast,Bus,250.0,471.74508072821465,Active,2025-11-11,2025,11,11,315
EV10200,Trivandrum,Super Fast,Bike,124.22,436.38897127806683,Inactive,2025-03-27,2025,3,27,86
EV10201,Chennai,DC Fast,Bike,71.01,158.02401892421275,Active,2025-07-19,2025,7,19,200
EV10202,Mumbai,Level 2,Bus,99.29,179.88182304246897,Active,2025-03-12,2025,3,12,71
EV10203,Chennai,Level 2,Bike,49.81,224.74193533283648,Inactive,2025-12-11,2025,12,11,345
EV10204,Kochi,Fast,Bus,46.59,86.86241091540839,Inactive,2025-04-08,2025,4,8,98
EV10205,Hyderabad,Super Fast,Bike,23.45,30.690778432267454,Inactive,2025-10-27,2025,10,27,300
EV10206,Delhi,Fast,Car,148.38,437.1783748548966,Inactive,2025-06-25,2025,6,25,176
EV10207,Mumbai,Level 2,Car,110.81,285.98178378101903,Active,2025-08-21,2025,8,21,233
EV10208,Hyderabad,Fast,Bike,95.06,312.1870122455438,Active,2025-03-16,2025,3,16,75
EV10209,Bangalore,Level 2,Bike,104.71,464.95446791254176,Active,2025-05-23,2025,5,23,143
EV10210,Delhi,Fast,Bus,228.04,339.2576854945355,Active,2025-01-23,2025,1,23,23
EV10211,Chennai,DC Fast,Car,182.2,351.60968208311044,Active,2025-06-30,2025,6,30,181
EV10212,Chennai,Fast,Bus,233.31,397.74495124963624,Active,2025-02-14,2025,2,14,45
EV10213,Delhi,DC Fast,Bike,31.28,75.84725593155382,Inactive,2025-04-02,2025,4,2,92
EV10214,Chennai,DC Fast,Bike,54.54,192.87783354261992,Active,2025-09-26,2025,9,26,269
EV10215,Trivandrum,Super Fast,Bus,250.0,484.7398052976158,Active,2025-02-03,2025,2,3,34
EV10216,Delhi,DC Fast,Bike,147.21,463.00643748829117,Active,2025-06-15,2025,6,15,166
EV10217,Hyderabad,DC Fast,Car,183.92,444.3561422288887,Inactive,2025-03-11,2025,3,11,70
EV10218,Delhi,Fast,Bus,182.77,237.00248496270677,Active,2025-12-30,2025,12,30,364
EV10219,Mumbai,Level 2,Car,159.9,431.45261772166674,Active,2025-07-15,2025,7,15,196
EV10220,Chennai,Super Fast,Car,55.11,43.230023333967495,Active,2025-05-13,2025,5,13,133
EV10221,Trivandrum,DC Fast,Car,66.83,91.28836364341637,Active,2025-09-04,2025,9,4,247
EV10222,Trivandrum,Super Fast,Bus,187.98,218.70449527234598,Active,2025-06-17,2025,6,17,168
EV10223,Bangalore,Fast,Bike,67.34,252.02819200742067,Inactive,2025-10-04,2025,10,4,277
EV10224,Hyderabad,DC Fast,Car,81.06,146.48343369001128,Inactive,2025-06-05,2025,6,5,156
EV10225,Calicut,Fast,Car,72.82,191.10880200693796,Inactive,2025-01-23,2025,1,23,23
EV10226,Calicut,Super Fast,Car,63.38,98.13252849217702,Active,2025-07-19,2025,7,19,200
EV10227,Delhi,Fast,Bike,80.64,254.78433522363545,Inactive,2025-10-02,2025,10,2,275
EV10228,Bangalore,Super Fast,Bike,129.2,401.04478057657343,Inactive,2025-02-19,2025,2,19,50
EV10229,Kochi,Fast,Bus,150.33,337.4529889574267,Inactive,2025-07-05,2025,7,5,186
EV10230,Delhi,Super Fast,Bike,42.81,71.74027873545981,Active,2025-01-20,2025,1,20,20
EV10231,Bangalore,Level 2,Bus,110.03,254.03916963042371,Inactive,2025-04-26,2025,4,26,116
EV10232,Hyderabad,Fast,Bus,221.7,354.87026373426795,Active,2025-04-02,2025,4,2,92
EV10233,Hyderabad,Fast,Bus,143.67,274.34974234589174,Inactive,2025-12-15,2025,12,15,349
EV10234,Hyderabad,Level 2,Bus,106.75,208.0042863370635,Active,2025-12-05,2025,12,5,339
EV10235,Hyderabad,Level 2,Bus,143.68,318.51892221626156,Active,2025-02-22,2025,2,22,53
EV10236,Hyderabad,Fast,Car,153.66,484.94655934413225,Inactive,2025-05-03,2025,5,3,123
EV10237,Bangalore,Level 2,Bike,26.34,65.55579668771743,Active,2025-12-07,2025,12,7,341
EV10238,Bangalore,DC Fast,Car,114.27,207.20770915882912,Active,2025-12-04,2025,12,4,338
EV10239,Trivandrum,Super Fast,Bus,142.13,215.1708094621259,Inactive,2025-09-22,2025,9,22,265
EV10240,Mumbai,Super Fast,Bike,94.22,296.9443090248181,Inactive,2025-01-04,2025,1,4,4
EV10241,Calicut,Super Fast,Car,61.29,93.04380890332058,Active,2025-06-18,2025,6,18,169
EV10242,Chennai,DC Fast,Car,66.27,104.78865433782538,Inactive,2025-10-08,2025,10,8,281
EV10243,Hyderabad,Level 2,Bus,95.71,156.97346527897022,Active,2025-10-17,2025,10,17,290
EV10244,Kochi,Level 2,Car,153.68,478.81762076888936,Active,2025-03-14,2025,3,14,73
EV10245,Chennai,Fast,Car,152.67,372.37211899083326,Active,2025-05-17,2025,5,17,137
EV10246,Bangalore,Level 2,Car,117.48,337.61278481192153,Active,2025-12-04,2025,12,4,338
EV10247,Kochi,Fast,Car,174.13,412.13968994924585,Active,2025-09-13,2025,9,13,256
EV10248,Kochi,DC Fast,Car,40.0,81.23670508001261,Active,2025-05-21,2025,5,21,141
EV10249,Kochi,Super Fast,Bus,250.0,432.47975346740077,Inactive,2025-07-27,2025,7,27,208
EV10250,Trivandrum,Super Fast,Bus,250.0,305.51970266600193,Active,2025-09-17,2025,9,17,260
EV10251,Bangalore,Super Fast,Car,85.81,180.95792358028902,Inactive,2025-09-20,2025,9,20,263
EV10252,Kochi,Level 2,Bus,153.09,411.6105227579314,Inactive,2025-09-28,2025,9,28,271
EV10253,Hyderabad,Fast,Bus,250.0,405.23097648733955,Active,2025-02-07,2025,2,7,38
EV10254,Delhi,Fast,Bike,112.09,425.94011922402905,Inactive,2025-07-22,2025,7,22,203
EV10255,Kochi,DC Fast,Car,43.93,75.44859205135143,Inactive,2025-08-12,2025,8,12,224
EV10256,Trivandrum,Level 2,Bus,227.15,485.2933975979725,Active,2025-12-13,2025,12,13,347
EV10257,Chennai,DC Fast,Bus,250.0,480.62055381907095,Active,2025-02-21,2025,2,21,52
EV10258,Bangalore,Fast,Car,82.31,191.58542984083593,Inactive,2025-03-22,2025,3,22,81
EV10259,Mumbai,Fast,Bike,27.8,51.62912874172143,Inactive,2025-12-22,2025,12,22,356
EV10260,Trivandrum,Super Fast,Car,60.04,100.18672134501713,Inactive,2025-07-30,2025,7,30,211
EV10261,Kochi,Level 2,Bike,99.04,496.55879621345457,Active,2025-01-07,2025,1,7,7
EV10262,Bangalore,Fast,Car,136.88,290.24621272239824,Active,2025-12-29,2025,12,29,363
EV10263,Delhi,Super Fast,Car,116.11,191.17846343650498,Active,2025-02-14,2025,2,14,45
EV10264,Kochi,Level 2,Car,53.72,158.33729304801864,Active,2025-11-11,2025,11,11,315
EV10265,Trivandrum,DC Fast,Car,81.17,143.35603294925482,Active,2025-10-04,2025,10,4,277
EV10266,Calicut,Level 2,Bike,56.46,338.7933272261514,Active,2025-09-16,2025,9,16,259
EV10267,Hyderabad,Level 2,Bike,59.44,221.30615912944927,Active,2025-05-22,2025,5,22,142
EV10268,Mumbai,Fast,Bus,250.0,483.39713569693356,Inactive,2025-09-15,2025,9,15,258
EV10269,Chennai,Fast,Car,162.77,348.2446547097735,Active,2025-10-12,2025,10,12,285
EV10270,Trivandrum,Level 2,Bike,86.95,400.18140370350136,Active,2025-02-06,2025,2,6,37
