Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date
EV11069,Hyderabad,Level 2,Bike,121.07,125.74,Inactive,2025-08-17
EV11070,Kochi,Slow,Car,196.81,333.66,Inactive,2025-07-05
EV11071,Calicut,Fast,Car,173.94,199.36,Active,2025-08-29
EV11072,Chennai,Fast,Car,134.41,370.18,Inactive,2025-07-25
EV11073,Chennai,DC Fast,Bike,115.8,240.16,Inactive,2025-12-31
EV11074,Hyderabad,Level 2,Bike,29.31,123.9,Inactive,2025-04-01
EV11075,Hyderabad,DC Fast,Car,181.26,193.39,Inactive,2025-02-11
EV11076,Mumbai,Fast,Bike,120.99,450.95,Active,2025-11-30
EV11077,Hyderabad,Slow,Bike,24.88,288.09,Inactive,2025-08-03
EV11078,Calicut,Level 2,Bike,196.95,382.66,Inactive,2025-05-26
EV11079,Delhi,DC Fast,Bus,88.07,270.45,Active,2025-06-06
EV11080,Delhi,DC Fast,Bike,247.06,391.43,Inactive,2025-01-16
EV11081,Calicut,Level 2,Bus,21.72,296.92,Inactive,2025-07-27
EV11082,Chennai,DC Fast,Car,53.36,209.13,Active,2025-03-23
EV11083,Kochi,Level 2,Bike,152.34,408.26,Inactive,2025-07-22
EV11084,Trivandrum,DC Fast,Bike,216.83,272.32,Active,2025-06-12
EV11085,Calicut,DC Fast,Bus,63.4,83.33,Inactive,2025-02-01
EV11086,Calicut,Level 2,Car,108.11,197.26,Active,2025-09-27
EV11087,Bengaluru,Level 2,Bus,193.43,444.77,Active,2025-08-27
EV11088,Bengaluru,Level 2,Bus,128.27,31.32,Inactive,2025-09-11
EV11089,Mumbai,Slow,Bus,10.06,239.93,Inactive,2025-01-08
EV11090,Calicut,DC Fast,Bike,244.99,103.49,Inactive,2025-04-12
EV11091,Kochi,Fast,Bus,140.86,210.97,Inactive,2025-10-31
EV11092,Chennai,DC Fast,Car,157.91,241.42,Inactive,2025-07-19
EV11093,Chennai,Slow,Car,117.03,191.44,Inactive,2025-04-04
EV11094,Calicut,Fast,Car,180.37,185.09,Inactive,2025-06-18
EV11095,Delhi,Fast,Car,221.03,304.61,Active,2025-07-29
EV11096,Kochi,Fast,Bike,91.72,20.81,Inactive,2025-01-15
EV11097,Chennai,Slow,Bike,103.36,366.68,Active,2025-02-27
EV11098,Calicut,Fast,Bus,167.89,363.68,Active,2025-08-20
EV11099,Calicut,Level 2,Bus,236.24,320.02,Active,2025-06-29
EV11100,Bengaluru,Fast,Bus,142.06,60.85,Active,2025-02-27
EV11101,Kochi,Level 2,Bike,82.68,136.15,Inactive,2025-06-12
EV11102,Kochi,Level 2,Bike,195.54,362.58,Active,2025-01-18
EV11103,Calicut,Level 2,Bike,204.07,169.97,Active,2025-12-23
EV11104,Trivandrum,DC Fast,Bus,205.34,89.89,Active,2025-01-02
EV11105,Kochi,Level 2,Car,59.69,359.14,Active,2025-06-08
EV11106,Mumbai,Level 2,Bike,191.23,83.32,Active,2025-05-20
EV11107,Trivandrum,Slow,Bike,238.85,422.41,Inactive,2025-06-22
EV11108,Mumbai,Fast,Bus,113.77,43.72,Inactive,2025-12-22
EV11109,Delhi,Level 2,Car,91.9,465.6,Active,2025-07-11
EV11110,Mumbai,Level 2,Bus,156.6,178.18,Inactive,2025-05-16
EV11111,Mumbai,Fast,Bike,146.26,455.49,Active,2025-06-23
EV11112,Mumbai,Level 2,Bus,221.31,343.7,Inactive,2025-10-04
EV11113,Trivandrum,Level 2,Bike,195.04,269.5,Active,2025-10-08
EV11114,Hyderabad,DC Fast,Car,224.34,165.54,Active,2025-06-05
EV11115,Hyderabad,Fast,Car,159.85,332.81,Active,2025-08-05
EV11116,Delhi,Slow,Bus,34.77,126.02,Inactive,2025-01-20
EV11117,Mumbai,Fast,Bus,88.41,283.56,Active,2025-08-04
EV11118,Calicut,DC Fast,Bus,196.34,330.15,Inactive,2025-03-31
EV11119,Bengaluru,Level 2,Bike,22.6,131.83,Active,2025-07-16
EV11120,Trivandrum,DC Fast,Bike,222.45,236.27,Inactive,2025-05-15
EV11121,Chennai,Fast,Bike,69.03,348.2,Active,2025-06-15
EV11122,Delhi,Fast,Bus,35.33,369.78,Active,2025-08-20
EV11123,Trivandrum,Fast,Bike,219.31,77.76,Inactive,2025-03-22
EV11124,Mumbai,Level 2,Car,108.77,358.78,Inactive,2025-04-17
EV11125,Chennai,DC Fast,Car,175.82,247.01,Active,2025-01-22
EV11126,Delhi,DC Fast,Car,177.53,405.99,Inactive,2025-01-19
EV11127,Hyderabad,DC Fast,Bus,192.52,355.31,Active,2025-05-12
EV11128,Bengaluru,Fast,Bus,113.74,181.42,Inactive,2025-01-27
EV11129,Bengaluru,Slow,Bike,185.13,178.33,Inactive,2025-07-20
EV11130,Delhi,DC Fast,Bike,10.68,49.07,Active,2025-03-02
EV11131,Chennai,DC Fast,Car,153.13,306.26,Inactive,2025-03-06
EV11132,Chennai,DC Fast,Car,11.25,314.75,Inactive,2025-09-01
EV11133,Delhi,Level 2,Bike,46.06,380.1,Active,2025-08-30
EV11134,Trivandrum,Fast,Bike,75.14,419.84,Inactive,2025-11-27
EV11135,Trivandrum,Fast,Car,230.18,141.16,Active,2025-12-26
EV11136,Delhi,Level 2,Bus,32.97,262.2,Active,2025-05-19
EV11137,Calicut,Fast,Bus,107.54,447.02,Inactive,2025-09-30
EV11138,Calicut,Slow,Car,233.7,67.23,Inactive,2025-06-14
EV11139,Hyderabad,DC Fast,Bike,110.08,284.91,Inactive,2025-11-07
EV11140,Delhi,Fast,Bike,21.68,148.76,Inactive,2025-09-18
EV11141,Mumbai,Fast,Bus,190.17,73.24,Inactive,2025-06-26
EV11142,Trivandrum,DC Fast,Car,201.33,418.48,Inactive,2025-04-27
EV11143,Mumbai,Level 2,Car,194.94,143.55,Inactive,2025-05-17
EV11144,Calicut,Fast,Car,93.8,224.91,Active,2025-08-10
EV11145,Mumbai,DC Fast,Car,207.25,229.7,Active,2025-06-06
EV11146,Hyderabad,Level 2,Bike,93.45,39.3,Inactive,2025-06-17
EV11147,Delhi,Level 2,Bus,226.96,302.01,Active,2025-08-05
EV11148,Calicut,Slow,Car,42.24,496.32,Active,2025-06-30
EV11149,Mumbai,Fast,Car,159.58,84.89,Inactive,2025-03-22
EV11150,Trivandrum,Slow,Bike,25.5,90.81,Inactive,2025-11-16
EV11151,Kochi,Slow,Bike,192.1,204.6,Inactive,2025-06-26
EV11152,Bengaluru,Fast,Bus,153.45,36.11,Inactive,2025-10-20
EV11153,Trivandrum,Fast,Bus,150.39,162.55,Active,2025-06-04
EV11154,Hyderabad,Slow,Bus,113.27,412.29,Active,2025-10-10
EV11155,Kochi,DC Fast,Car,80.75,367.82,Active,2025-02-18
EV11156,Trivandrum,DC Fast,Bike,15.46,279.29,Inactive,2025-04-13
EV11157,Hyderabad,Level 2,Car,156.31,132.26,Inactive,2025-11-23
EV11158,Bengaluru,Slow,Car,236.59,350.09,Inactive,2025-10-08
EV11159,Mumbai,Level 2,Bike,185.01,265.88,Active,2025-12-16
EV11160,Hyderabad,DC Fast,Bike,94.88,81.56,Inactive,2025-01-31
EV11161,Mumbai,Fast,Bike,221.07,119.9,Inactive,2025-09-12
EV11162,Trivandrum,Level 2,Car,55.89,128.8,Inactive,2025-03-17
EV11163,Delhi,Fast,Car,209.41,218.47,Inactive,2025-12-21
EV11164,Mumbai,Level 2,Bike,141.02,135.06,Inactive,2025-01-19
EV11165,Chennai,Level 2,Car,127.8,196.1,Inactive,2025-04-01
EV11166,Kochi,Level 2,Car,45.03,93.44,Inactive,2025-06-03
EV11167,Calicut,Fast,Bus,70.84,386.36,Active,2025-08-02
EV11168,Calicut,DC Fast,Bike,207.52,492.37,Inactive,2025-07-02
EV11169,Bengaluru,DC Fast,Car,197.38,435.43,Inactive,2025-11-27
EV11170,Mumbai,DC Fast,Car,236.18,117.35,Inactive,2025-10-18
EV11171,Kochi,Fast,Car,83.7,155.12,Inactive,2025-10-24
EV11172,Hyderabad,Level 2,Bus,139.21,459.48,Inactive,2025-03-12
EV11173,Mumbai,Level 2,Bike,87.41,27.69,Active,2025-11-25
EV11174,Calicut,DC Fast,Bus,71.41,393.85,Active,2025-08-21
EV11175,Bengaluru,Slow,Car,34.36,42.98,Active,2025-05-25
EV11176,Calicut,DC Fast,Bike,176.32,193.5,Inactive,2025-12-18
EV11177,Mumbai,DC Fast,Bus,179.26,479.56,Inactive,2025-01-23
EV11178,Kochi,DC Fast,Car,54.77,288.57,Inactive,2025-06-27
EV11179,Trivandrum,Slow,Bike,233.18,91.91,Inactive,2025-04-24
EV11180,Delhi,Fast,Car,157.75,180.14,Active,2025-12-12
EV11181,Delhi,Slow,Bike,168.29,43.8,Active,2025-09-17
EV11182,Bengaluru,Slow,Bike,93.98,54.98,Inactive,2025-02-22
EV11183,Mumbai,Fast,Bus,218.99,367.76,Inactive,2025-05-09
EV11184,Mumbai,Fast,Bike,20.73,418.74,Active,2025-03-28
EV11185,Kochi,Slow,Car,116.53,218.28,Active,2025-01-19
EV11186,Calicut,DC Fast,Bus,86.64,28.44,Inactive,2025-08-10
EV11187,Hyderabad,Fast,Bus,111.18,433.2,Inactive,2025-05-27
EV11188,Mumbai,DC Fast,Bus,47.79,76.3,Active,2025-09-22
EV11189,Delhi,Slow,Car,35.96,172.48,Inactive,2025-08-22
EV11190,Calicut,Slow,Car,246.99,127.39,Active,2025-05-26
EV11191,Kochi,Fast,Car,222.15,238.96,Active,2025-06-16
EV11192,Chennai,Fast,Bus,33.68,391.48,Inactive,2025-12-28
EV11193,Mumbai,Level 2,Bus,49.09,465.99,Inactive,2025-05-11
EV11194,Calicut,Level 2,Bike,175.33,279.85,Active,2025-05-29
EV11195,Hyderabad,Level 2,Bus,109.64,463.32,Inactive,2025-01-18
EV11196,Delhi,Slow,Car,66.37,28.13,Active,2025-02-28
EV11197,Trivandrum,Fast,Bike,110.13,328.01,Active,2025-09-30
EV11198,Kochi,Fast,Bus,249.82,283.13,Active,2025-01-02
EV11199,Calicut,Fast,Car,25.15,363.63,Inactive,2025-08-04
EV11200,Kochi,Fast,Car,35.62,381.1,Active,2025-03-19
EV11201,Mumbai,Level 2,Bike,225.23,143.94,Active,2025-12-14
EV11202,Kochi,DC Fast,Bus,135.47,261.4,Active,2025-06-18
EV11203,Trivandrum,DC Fast,Car,60.88,116.13,Active,2025-07-20
EV11204,Mumbai,Slow,Bus,145.65,64.91,Active,2025-09-15
EV11205,Trivandrum,Fast,Bike,58.65,117.32,Inactive,2025-03-16
EV11206,Calicut,Slow,Bus,237.58,465.0,Active,2025-12-01
EV11207,Kochi,Slow,Bus,150.67,209.32,Inactive,2025-10-16
EV11208,Mumbai,DC Fast,Car,216.38,193.92,Inactive,2025-09-19
EV11209,Bengaluru,DC Fast,Bus,24.13,156.91,Inactive,2025-10-11
EV11210,Hyderabad,Fast,Bus,196.83,138.35,Inactive,2025-08-07
EV11211,Calicut,Fast,Bus,59.17,483.9,Inactive,2025-08-09
EV11212,Hyderabad,DC Fast,Bus,223.44,311.03,Inactive,2025-09-23
EV11213,Mumbai,Level 2,Bike,124.18,381.67,Active,2025-03-10
EV11214,Mumbai,Level 2,Bike,198.64,442.84,Active,2025-04-30
EV11215,Kochi,Level 2,Bike,71.91,297.59,Active,2025-06-25
EV11216,Bengaluru,DC Fast,Car,86.2,102.09,Active,2025-03-07
EV11217,Delhi,Slow,Bus,155.85,147.47,Inactive,2025-08-05
EV11218,Kochi,DC Fast,Bike,185.41,28.14,Inactive,2025-10-25
EV11219,Delhi,DC Fast,Bus,44.17,498.35,Inactive,2025-02-20
EV11220,Hyderabad,Level 2,Bus,183.02,437.81,Inactive,2025-11-05
EV11221,Mumbai,Fast,Bus,47.25,24.1,Active,2025-05-05
EV11222,Calicut,Fast,Car,151.03,112.82,Inactive,2025-11-22
EV11223,Delhi,DC Fast,Bike,241.07,30.32,Active,2025-07-07
EV11224,Trivandrum,Fast,Bus,200.73,379.71,Inactive,2025-08-09
EV11225,Mumbai,DC Fast,Car,138.89,456.64,Inactive,2025-09-08
EV11226,Delhi,Fast,Car,149.06,47.88,Inactive,2025-12-27
EV11227,Calicut,Level 2,Car,139.4,205.89,Inactive,2025-09-30
EV11228,Mumbai,DC Fast,Bus,204.78,483.9,Inactive,2025-02-24
EV11229,Mumbai,Slow,Bus,98.86,449.4,Active,2025-09-01
EV11230,Delhi,Fast,Bus,194.17,166.41,Inactive,2025-07-09
EV11231,Kochi,Level 2,Bike,245.66,25.71,Active,2025-01-19
EV11232,Bengaluru,Fast,Car,195.32,456.14,Inactive,2025-02-09
EV11233,Bengaluru,Level 2,Car,147.46,293.9,Active,2025-11-01
EV11234,Kochi,Slow,Car,15.02,24.61,Inactive,2025-08-11
EV11235,Calicut,Level 2,Bus,94.63,364.05,Inactive,2025-11-02
EV11236,Delhi,Slow,Bike,198.03,31.51,Inactive,2025-08-31
EV11237,Delhi,DC Fast,Bus,165.28,480.32,Inactive,2025-06-21
EV11238,Trivandrum,Level 2,Bike,170.21,53.47,Inactive,2025-06-19
EV11239,Delhi,Slow,Bus,105.55,22.93,Inactive,2025-09-30
EV11240,Kochi,Level 2,Bus,104.23,86.73,Active,2025-06-11
EV11241,Bengaluru,DC Fast,Bike,133.55,254.42,Inactive,2025-12-02
EV11242,Bengaluru,Slow,Car,243.92,253.12,Active,2025-09-27
EV11243,Calicut,Fast,Bus,228.94,350.64,Active,2025-12-07
EV11244,Kochi,DC Fast,Bus,102.33,284.1,Inactive,2025-09-21
EV11245,Mumbai,Fast,Car,195.4,379.68,Inactive,2025-06-08
EV11246,Hyderabad,Fast,Bus,69.07,218.53,Inactive,2025-09-08
EV11247,Delhi,Fast,Bus,232.32,73.99,Inactive,2025-04-07
EV11248,Bengaluru,Slow,Bike,14.05,243.89,Active,2025-07-08
EV11249,Trivandrum,DC Fast,Car,24.53,315.32,Inactive,2025-11-23
EV11250,Mumbai,Level 2,Bike,217.34,95.15,Active,2025-10-28
EV11251,Bengaluru,Fast,Car,144.58,473.99,Inactive,2025-02-23
EV11252,Trivandrum,Slow,Bike,196.21,180.74,Active,2025-05-19
EV11253,Mumbai,Level 2,Car,105.96,334.49,Active,2025-10-16
EV11254,Trivandrum,DC Fast,Bus,42.57,467.19,Inactive,2025-10-12
EV11255,Calicut,Fast,Bike,60.74,464.69,Inactive,2025-12-10
EV11256,Calicut,Fast,Bus,40.08,402.44,Active,2025-06-15
EV11257,Mumbai,DC Fast,Car,232.83,122.01,Inactive,2025-04-26
EV11258,Calicut,Fast,Car,160.5,231.48,Inactive,2025-12-29
EV11259,Mumbai,Fast,Bike,209.02,449.82,Active,2025-11-24
EV11260,Delhi,Level 2,Bike,82.74,490.19,Active,2025-09-13
EV11261,Trivandrum,Fast,Bus,95.48,52.7,Active,2025-08-31
EV11262,Kochi,Slow,Bus,232.73,184.78,Active,2025-03-02
EV11263,Kochi,Slow,Car,80.4,67.54,Active,2025-11-03
EV11264,Trivandrum,Slow,Car,157.2,64.73,Inactive,2025-10-28
EV11265,Kochi,Slow,Car,166.07,435.91,Inactive,2025-05-12
EV11266,Trivandrum,DC Fast,Bus,124.14,121.75,Inactive,2025-03-27
EV11267,Delhi,DC Fast,Car,151.15,234.4,Active,2025-10-16
EV11268,Trivandrum,Level 2,Bus,38.35,425.82,Active,2025-07-14
EV11269,Bengaluru,Fast,Bus,162.49,134.27,Active,2025-04-18
EV11270,Trivandrum,Level 2,Car,86.26,430.99,Inactive,2025-11-02
EV11271,Mumbai,Slow,Bus,170.02,310.88,Inactive,2025-12-17
EV11272,Delhi,Level 2,Bus,14.5,439.06,Inactive,2025-10-18
EV11273,Chennai,Slow,Car,16.01,208.8,Active,2025-04-06
EV11274,Calicut,DC Fast,Car,117.95,250.86,Active,2025-06-05
EV11275,Chennai,DC Fast,Car,55.42,416.55,Inactive,2025-06-26
EV11276,Calicut,Slow,Car,102.99,137.77,Inactive,2025-09-02
EV11277,Mumbai,Fast,Bike,219.62,49.46,Active,2025-01-10
EV11278,Chennai,Fast,Bike,99.39,20.37,Inactive,2025-04-02
EV11279,Bengaluru,Level 2,Bus,132.19,441.7,Active,2025-04-24
EV11280,Trivandrum,Fast,Car,48.9,200.08,Active,2025-04-24
EV11281,Mumbai,Level 2,Bus,141.53,489.77,Active,2025-12-16
EV11282,Hyderabad,Level 2,Car,232.35,57.12,Active,2025-12-13
EV11283,Calicut,Fast,Bus,105.77,112.41,Active,2025-08-29
EV11284,Chennai,Level 2,Bike,244.27,411.28,Inactive,2025-03-12
EV11285,Chennai,Slow,Bus,92.37,450.04,Active,2025-01-18
EV11286,Delhi,DC Fast,Bike,207.3,208.93,Inactive,2025-11-07
EV11287,Calicut,DC Fast,Bus,89.66,245.87,Active,2025-12-13
EV11288,Mumbai,Slow,Car,39.68,234.73,Active,2025-04-13
EV11289,Hyderabad,DC Fast,Bike,36.73,319.17,Active,2025-01-27
EV11290,Mumbai,Level 2,Car,140.85,454.82,Inactive,2025-12-15
EV11291,Delhi,Level 2,Car,24.01,381.17,Active,2025-04-15
EV11292,Chennai,Level 2,Car,128.04,461.09,Inactive,2025-09-09
EV11293,Trivandrum,Slow,Bus,196.04,145.6,Inactive,2025-11-06
EV11294,Delhi,Fast,Bus,202.58,223.8,Inactive,2025-08-25
EV11295,Bengaluru,Slow,Bike,56.56,117.33,Inactive,2025-03-16
EV11296,Chennai,Fast,Bike,236.24,61.92,Inactive,2025-10-03
EV11297,Delhi,Fast,Bike,68.95,288.08,Active,2025-12-11
EV11298,Bengaluru,Fast,Bike,84.71,60.05,Active,2025-12-27
EV11299,Chennai,Slow,Car,68.69,371.05,Active,2025-12-01
EV11300,Mumbai,DC Fast,Bus,164.95,424.34,Active,2025-10-07
EV11301,Kochi,DC Fast,Car,51.71,391.2,Inactive,2025-04-19
EV11302,Calicut,Fast,Bike,19.43,461.75,Inactive,2025-10-06
EV11303,Hyderabad,Fast,Bus,114.54,281.21,Inactive,2025-06-19
EV11304,Bengaluru,Slow,Car,76.66,143.4,Active,2025-09-17
EV11305,Bengaluru,Slow,Bus,18.18,299.69,Active,2025-03-20
EV11306,Hyderabad,Level 2,Bus,133.99,456.98,Active,2025-01-22
EV11307,Delhi,DC Fast,Bus,170.05,483.02,Inactive,2025-03-03
EV11308,Trivandrum,Slow,Car,88.39,74.16,Active,2025-11-05
EV11309,Calicut,Slow,Bike,221.86,97.07,Inactive,2025-02-13
EV11310,Bengaluru,Slow,Bike,221.39,342.84,Inactive,2025-03-06
EV11311,Calicut,DC Fast,Bike,207.76,59.77,Inactive,2025-05-05
EV11312,Bengaluru,Level 2,Bike,103.26,317.99,Active,2025-05-25
EV11313,Delhi,DC Fast,Bus,157.89,399.07,Active,2025-01-12
EV11314,Chennai,Fast,Car,115.36,347.48,Inactive,2025-08-02
EV11315,Hyderabad,Fast,Bike,222.36,309.14,Active,2025-02-12
EV11316,Delhi,Level 2,Car,113.03,271.26,Active,2025-07-08
EV11317,Bengaluru,Slow,Bus,62.44,174.03,Active,2025-07-07
EV11318,Chennai,DC Fast,Bus,163.04,177.82,Active,2025-07-01
EV11319,Calicut,Level 2,Bus,189.8,274.83,Active,2025-03-18
EV11320,Kochi,Fast,Bike,56.87,269.03,Active,2025-08-25
EV11321,Bengaluru,Level 2,Bus,63.59,235.13,Active,2025-12-25
EV11322,Bengaluru,Level 2,Bike,80.66,312.8,Inactive,2025-03-18
EV11323,Mumbai,Level 2,Car,76.43,427.94,Active,2025-10-28
EV11324,Trivandrum,Slow,Bike,63.47,80.23,Active,2025-05-19
EV11325,Hyderabad,Level 2,Car,201.08,307.21,Active,2025-07-10
EV11326,Calicut,Fast,Bus,249.92,68.03,Active,2025-08-20
EV11327,Chennai,DC Fast,Bus,226.61,236.61,Active,2025-04-16
EV11328,Mumbai,Slow,Car,159.78,242.33,Inactive,2025-04-11
EV11329,Calicut,Slow,Bus,71.94,167.47,Active,2025-09-27
EV11330,Delhi,DC Fast,Bike,149.9,25.29,Active,2025-05-20
EV11331,Mumbai,Slow,Car,48.19,81.69,Active,2025-11-16
EV11332,Mumbai,Fast,Bike,97.03,160.24,Inactive,2025-12-20
EV11333,Mumbai,DC Fast,Car,137.93,103.79,Active,2025-11-14
EV11334,Bengaluru,Fast,Car,160.49,53.54,Active,2025-01-18
EV11335,Chennai,Fast,Car,213.24,265.85,Active,2025-11-27
EV11336,Trivandrum,Fast,Car,17.83,346.22,Active,2025-01-26
EV11337,Hyderabad,Fast,Bus,28.7,160.82,Active,2025-08-23
EV11338,Kochi,Level 2,Bus,43.26,124.81,Inactive,2025-09-28
EV11339,Mumbai,DC Fast,Car,140.74,80.91,Active,2025-07-06
EV11340,Chennai,Slow,Car,227.54,328.02,Inactive,2025-01-02
EV11341,Mumbai,Slow,Car,149.71,111.1,Inactive,2025-09-27
EV11342,Calicut,Level 2,Car,237.4,401.31,Active,2025-11-09
EV11343,Delhi,Level 2,Car,126.52,133.8,Inactive,2025-04-28
EV11344,Bengaluru,Slow,Bike,149.06,499.42,Active,2025-09-27
EV11345,Bengaluru,DC Fast,Bus,146.98,279.35,Active,2025-08-02
EV11346,Hyderabad,Level 2,Car,202.66,201.24,Active,2025-07-25
EV11347,Bengaluru,Level 2,Bus,34.73,478.95,Inactive,2025-06-29
EV11348,Delhi,Level 2,Bus,220.53,72.06,Active,2025-08-28
EV11349,Kochi,DC Fast,Bus,191.18,211.2,Inactive,2025-10-27
EV11350,Hyderabad,Fast,Bike,85.8,132.21,Active,2025-08-30
EV11351,Hyderabad,Slow,Bike,156.4,493.23,Inactive,2025-11-25
EV11352,Hyderabad,DC Fast,Bike,211.07,86.6,Active,2025-08-01
EV11353,Trivandrum,Slow,Bus,216.04,437.8,Inactive,2025-07-12
EV11354,Calicut,Slow,Car,96.4,398.02,Inactive,2025-06-03
EV11355,Trivandrum,Fast,Bus,51.01,92.94,Active,2025-06-07
EV11356,Trivandrum,Level 2,Bus,148.75,418.45,Inactive,2025-10-26
EV11357,Hyderabad,Level 2,Car,204.89,110.29,Inactive,2025-10-13
EV11358,Mumbai,Level 2,Bus,10.37,438.68,Active,2025-03-26
EV11359,Kochi,DC Fast,Car,12.34,326.97,Active,2025-12-21
EV11360,Calicut,Level 2,Bus,72.37,479.76,Active,2025-02-27
EV11361,Bengaluru,Level 2,Car,176.74,108.44,Active,2025-04-09
EV11362,Mumbai,Fast,Bus,194.14,211.64,Active,2025-06-26
EV11363,Calicut,Fast,Bike,233.57,135.09,Active,2025-01-30
EV11364,Mumbai,Level 2,Bus,188.99,485.1,Inactive,2025-04-04
EV11365,Hyderabad,Slow,Bike,82.67,127.43,Active,2025-07-09
EV11366,Kochi,DC Fast,Bus,230.04,81.7,Inactive,2025-02-12
EV11367,Bengaluru,Fast,Car,42.95,220.73,Active,2025-07-17
EV11368,Kochi,Fast,Car,82.63,146.02,Active,2025-09-30
EV11369,Delhi,DC Fast,Car,69.05,327.48,Active,2025-08-25
EV11370,Delhi,Slow,Bike,202.07,402.73,Active,2025-08-20
EV11371,Calicut,Slow,Bike,55.23,424.55,Active,2025-11-18
EV11372,Hyderabad,Level 2,Bus,176.69,206.15,Active,2025-12-27
EV11373,Mumbai,Level 2,Bus,233.81,198.37,Active,2025-09-16
EV11374,Calicut,Fast,Bike,56.55,279.66,Active,2025-06-27
EV11375,Calicut,Level 2,Bike,140.83,420.9,Active,2025-01-18
EV11376,Calicut,Fast,Bike,217.31,479.21,Inactive,2025-06-14
EV11377,Delhi,DC Fast,Car,149.58,426.85,Active,2025-05-16
EV11378,Calicut,Level 2,Bus,173.14,193.26,Inactive,2025-03-22
EV11379,Delhi,DC Fast,Bus,80.34,56.01,Active,2025-06-12
EV11380,Trivandrum,Fast,Bike,232.14,321.38,Active,2025-05-21
EV11381,Chennai,DC Fast,Car,149.68,109.19,Active,2025-06-05
EV11382,Hyderabad,Slow,Bus,113.07,178.68,Active,2025-12-30
EV11383,Calicut,Fast,Car,20.89,87.65,Inactive,2025-03-10
EV11384,Delhi,DC Fast,Bike,93.29,134.35,Active,2025-05-29
EV11385,Bengaluru,Fast,Car,126.81,177.24,Inactive,2025-03-18
EV11386,Trivandrum,Fast,Bike,225.33,298.62,Active,2025-05-18
EV11387,Bengaluru,Slow,Bus,61.37,287.68,Inactive,2025-09-17
EV11388,Calicut,Fast,Car,243.71,406.52,Active,2025-01-27
EV11389,Kochi,Fast,Bike,39.7,195.96,Inactive,2025-11-14
EV11390,Chennai,DC Fast,Bike,180.54,56.93,Inactive,2025-06-07
EV11391,Trivandrum,DC Fast,Bike,24.35,447.23,Active,2025-05-20
EV11392,Trivandrum,DC Fast,Bus,137.69,491.22,Inactive,2025-01-16
EV11393,Bengaluru,Slow,Bus,73.93,154.23,Active,2025-01-28
EV11394,Trivandrum,Slow,Car,31.22,51.17,Active,2025-04-16
EV11395,Delhi,DC Fast,Car,92.52,226.19,Active,2025-04-06
EV11396,Trivandrum,Slow,Car,128.49,197.84,Inactive,2025-10-12
EV11397,Chennai,Slow,Bus,68.18,38.55,Active,2025-04-19
EV11398,Kochi,Level 2,Car,115.52,405.4,Inactive,2025-03-15
EV11399,Kochi,Level 2,Bus,22.9,193.23,Active,2025-08-10
EV11400,Kochi,Slow,Bus,204.71,64.25,Active,2025-01-16
EV11401,Hyderabad,Slow,Bike,109.51,458.07,Active,2025-07-09
EV11402,Delhi,Level 2,Car,150.48,374.63,Inactive,2025-04-16
EV11403,Mumbai,Level 2,Bike,167.1,294.48,Inactive,2025-12-29
EV11404,Chennai,Level 2,Bike,53.38,237.04,Inactive,2025-04-04
EV11405,Chennai,DC Fast,Bike,118.78,482.35,Active,2025-09-09
EV11406,Kochi,Level 2,Car,234.06,219.62,Inactive,2025-11-01
EV11407,Mumbai,Fast,Bike,60.62,22.57,Active,2025-05-23
EV11408,Trivandrum,DC Fast,Bus,27.12,111.78,Inactive,2025-12-13
EV11409,Trivandrum,Fast,Bus,114.2,282.88,Inactive,2025-12-28
EV11410,Calicut,Slow,Bike,174.43,156.8,Inactive,2025-11-16
EV11411,Trivandrum,Fast,Car,110.93,130.92,Active,2025-11-07
EV11412,Kochi,Level 2,Car,96.86,431.25,Inactive,2025-05-04
EV11413,Hyderabad,Slow,Bus,189.47,234.08,Active,2025-06-18
EV11414,Chennai,DC Fast,Car,235.93,118.51,Active,2025-02-10
EV11415,Hyderabad,Slow,Car,35.83,401.26,Inactive,2025-01-09
EV11416,Kochi,Fast,Bus,248.2,313.61,Inactive,2025-03-22
EV11417,Mumbai,DC Fast,Car,78.01,469.63,Inactive,2025-12-17
EV11418,Calicut,Level 2,Bike,203.69,127.84,Active,2025-09-22
EV11419,Hyderabad,DC Fast,Car,29.76,115.06,Inactive,2025-02-15
EV11420,Kochi,Fast,Bike,43.15,115.76,Active,2025-12-25
EV11421,Chennai,DC Fast,Car,32.03,102.55,Inactive,2025-02-17
EV11422,Trivandrum,Slow,Bus,185.66,257.63,Inactive,2025-08-04
EV11423,Calicut,Fast,Car,211.01,454.0,Inactive,2025-07-20
EV11424,Delhi,DC Fast,Bus,203.49,101.5,Active,2025-07-29
EV11425,Trivandrum,Level 2,Bus,86.37,49.61,Active,2025-10-12
EV11426,Bengaluru,Fast,Car,228.17,113.18,Inactive,2025-03-23
EV11427,Hyderabad,DC Fast,Car,96.09,337.61,Active,2025-10-01
EV11428,Delhi,Slow,Bus,103.65,462.38,Inactive,2025-07-09
EV11429,Bengaluru,DC Fast,Bus,48.29,314.94,Active,2025-04-30
EV11430,Kochi,DC Fast,Bike,204.48,383.26,Active,2025-06-12
EV11431,Mumbai,Slow,Bus,99.27,150.15,Active,2025-02-22
EV11432,Chennai,DC Fast,Car,65.7,346.11,Inactive,2025-03-21
